Gene stable ID	Human gene stable ID	Human homology type
ENSPANG00000038945		
ENSPANG00000037403		
ENSPANG00000039721		
ENSPANG00000045508	ENSG00000178828	ortholog_one2one
ENSPANG00000050352		
ENSPANG00000044185		
ENSPANG00000034191		
ENSPANG00000048616		
ENSPANG00000045528		
ENSPANG00000045784		
ENSPANG00000004297		
ENSPANG00000042975		
ENSPANG00000004355		
ENSPANG00000050021		
ENSPANG00000048723		
ENSPANG00000048051		
ENSPANG00000000286	ENSG00000221120	ortholog_one2one
ENSPANG00000017226	ENSG00000163960	ortholog_one2one
ENSPANG00000048564		
ENSPANG00000046057		
ENSPANG00000040099		
ENSPANG00000041709		
ENSPANG00000046533		
ENSPANG00000038130		
ENSPANG00000037627		
ENSPANG00000046509		
ENSPANG00000049900		
ENSPANG00000016511	ENSG00000158161	ortholog_one2one
ENSPANG00000013079		
ENSPANG00000000462		
ENSPANG00000049215		
ENSPANG00000049371		
ENSPANG00000011964		
ENSPANG00000018736	ENSG00000143842	ortholog_one2one
ENSPANG00000039280		
ENSPANG00000003373		
ENSPANG00000036935		
ENSPANG00000005363	ENSG00000162543	ortholog_one2one
ENSPANG00000045190		
ENSPANG00000037147		
ENSPANG00000051276		
ENSPANG00000049030		
ENSPANG00000037765		
ENSPANG00000010172		
ENSPANG00000019894	ENSG00000152953	ortholog_one2one
ENSPANG00000015244		
ENSPANG00000049436		
ENSPANG00000046026		
ENSPANG00000011393	ENSG00000207605	ortholog_one2one
ENSPANG00000050888		
ENSPANG00000046104		
ENSPANG00000046380		
ENSPANG00000002119		
ENSPANG00000044970		
ENSPANG00000038547		
ENSPANG00000049412		
ENSPANG00000042643		
ENSPANG00000010059	ENSG00000114113	ortholog_one2one
ENSPANG00000034112		
ENSPANG00000047370		
ENSPANG00000002521		
ENSPANG00000022571	ENSG00000164073	ortholog_one2one
ENSPANG00000046948		
ENSPANG00000037686		
ENSPANG00000037468		
ENSPANG00000048702		
ENSPANG00000041012		
ENSPANG00000048479		
ENSPANG00000022811		
ENSPANG00000050878	ENSG00000114315	ortholog_one2one
ENSPANG00000005602	ENSG00000143093	ortholog_one2one
ENSPANG00000040740		
ENSPANG00000051263		
ENSPANG00000036024		
ENSPANG00000004779		
ENSPANG00000045817		
ENSPANG00000039959		
ENSPANG00000048462		
ENSPANG00000006289	ENSG00000183114	ortholog_one2one
ENSPANG00000049270		
ENSPANG00000035663		
ENSPANG00000009915	ENSG00000170017	ortholog_one2one
ENSPANG00000003237		
ENSPANG00000044759		
ENSPANG00000046566		
ENSPANG00000015513	ENSG00000216135	ortholog_one2one
ENSPANG00000047674		
ENSPANG00000039961		
ENSPANG00000012749	ENSG00000067208	ortholog_one2one
ENSPANG00000042781		
ENSPANG00000040610		
ENSPANG00000014683		
ENSPANG00000012963		
ENSPANG00000051097		
ENSPANG00000010538	ENSG00000174948	ortholog_one2one
ENSPANG00000048503		
ENSPANG00000041874		
ENSPANG00000047697		
ENSPANG00000017654		
ENSPANG00000010044		
ENSPANG00000043427		
ENSPANG00000008721		
ENSPANG00000035606	ENSG00000117226	ortholog_one2one
ENSPANG00000047214		
ENSPANG00000030657		
ENSPANG00000050188		
ENSPANG00000043255		
ENSPANG00000047300		
ENSPANG00000039945		
ENSPANG00000012659	ENSG00000283971	ortholog_one2one
ENSPANG00000044305		
ENSPANG00000027504		
ENSPANG00000042554		
ENSPANG00000009890	ENSG00000162747	ortholog_one2many
ENSPANG00000009890	ENSG00000203747	ortholog_one2many
ENSPANG00000050714		
ENSPANG00000048003		
ENSPANG00000037012	ENSG00000127920	ortholog_one2one
ENSPANG00000024427	ENSG00000116991	ortholog_one2one
ENSPANG00000038661		
ENSPANG00000037353		
ENSPANG00000046690		
ENSPANG00000000362	ENSG00000207779	ortholog_one2one
ENSPANG00000041908		
ENSPANG00000044104		
ENSPANG00000047606	ENSG00000144848	ortholog_one2many
ENSPANG00000038093		
ENSPANG00000044829		
ENSPANG00000038907		
ENSPANG00000038404		
ENSPANG00000041446		
ENSPANG00000042728		
ENSPANG00000045828		
ENSPANG00000040136		
ENSPANG00000030816		
ENSPANG00000045256		
ENSPANG00000047447		
ENSPANG00000038864		
ENSPANG00000044674		
ENSPANG00000048927		
ENSPANG00000019186	ENSG00000159363	ortholog_one2one
ENSPANG00000013095		
ENSPANG00000027148		
ENSPANG00000005487	ENSG00000162383	ortholog_one2one
ENSPANG00000001506	ENSG00000221585	ortholog_one2one
ENSPANG00000048804		
ENSPANG00000014579		
ENSPANG00000011203	ENSG00000185313	ortholog_one2one
ENSPANG00000034533	ENSG00000127184	ortholog_one2many
ENSPANG00000039661		
ENSPANG00000049974		
ENSPANG00000037828		
ENSPANG00000047117		
ENSPANG00000045099		
ENSPANG00000050277		
ENSPANG00000045755		
ENSPANG00000039935		
ENSPANG00000014102	ENSG00000178395	ortholog_one2one
ENSPANG00000026511		
ENSPANG00000040754		
ENSPANG00000045564		
ENSPANG00000045367		
ENSPANG00000042983		
ENSPANG00000030278	ENSG00000186973	ortholog_one2one
ENSPANG00000036397		
ENSPANG00000049696		
ENSPANG00000013408	ENSG00000063978	ortholog_one2one
ENSPANG00000012003		
ENSPANG00000050435		
ENSPANG00000046274		
ENSPANG00000047940		
ENSPANG00000050860		
ENSPANG00000042207		
ENSPANG00000037346	ENSG00000163209	ortholog_one2one
ENSPANG00000046831		
ENSPANG00000003929		
ENSPANG00000049841		
ENSPANG00000041327		
ENSPANG00000048965		
ENSPANG00000006105		
ENSPANG00000044462		
ENSPANG00000037785		
ENSPANG00000049089		
ENSPANG00000036945		
ENSPANG00000050063		
ENSPANG00000008562	ENSG00000163687	ortholog_one2one
ENSPANG00000037086		
ENSPANG00000029371	ENSG00000118655	ortholog_one2one
ENSPANG00000000591	ENSG00000169972	ortholog_one2one
ENSPANG00000046234		
ENSPANG00000038476		
ENSPANG00000019948		
ENSPANG00000040879		
ENSPANG00000047545		
ENSPANG00000038105		
ENSPANG00000042448		
ENSPANG00000015597		
ENSPANG00000051278		
ENSPANG00000038976		
ENSPANG00000043022		
ENSPANG00000015072		
ENSPANG00000040950		
ENSPANG00000007828	ENSG00000127415	ortholog_one2one
ENSPANG00000050866		
ENSPANG00000032788	ENSG00000168148	ortholog_one2one
ENSPANG00000021262	ENSG00000143033	ortholog_one2one
ENSPANG00000041575		
ENSPANG00000045688		
ENSPANG00000037361		
ENSPANG00000013361	ENSG00000117519	ortholog_one2one
ENSPANG00000040055		
ENSPANG00000036277		
ENSPANG00000042722		
ENSPANG00000039527		
ENSPANG00000012519	ENSG00000203857	ortholog_one2one
ENSPANG00000049941		
ENSPANG00000010505		
ENSPANG00000015351	ENSG00000117395	ortholog_one2one
ENSPANG00000041110		
ENSPANG00000047902		
ENSPANG00000045627		
ENSPANG00000050600	ENSG00000198967	ortholog_one2one
ENSPANG00000033027	ENSG00000162521	ortholog_one2one
ENSPANG00000036767		
ENSPANG00000015438		
ENSPANG00000038863		
ENSPANG00000043170		
ENSPANG00000032064		
ENSPANG00000045760		
ENSPANG00000044481		
ENSPANG00000044342		
ENSPANG00000043604		
ENSPANG00000016992	ENSG00000145217	ortholog_one2one
ENSPANG00000044631		
ENSPANG00000050020		
ENSPANG00000045569		
ENSPANG00000046943		
ENSPANG00000049977		
ENSPANG00000033179	ENSG00000162813	ortholog_one2one
ENSPANG00000041745		
ENSPANG00000045026		
ENSPANG00000037166		
ENSPANG00000042249		
ENSPANG00000045212	ENSG00000197532	ortholog_one2one
ENSPANG00000009321	ENSG00000181555	ortholog_one2one
ENSPANG00000047054		
ENSPANG00000051389		
ENSPANG00000029320		
ENSPANG00000038818		
ENSPANG00000048225		
ENSPANG00000040066		
ENSPANG00000011970	ENSG00000171786	ortholog_one2one
ENSPANG00000042089		
ENSPANG00000036985		
ENSPANG00000044855		
ENSPANG00000009001	ENSG00000164124	ortholog_one2one
ENSPANG00000049792		
ENSPANG00000044779		
ENSPANG00000004667		
ENSPANG00000003399	ENSG00000162391	ortholog_one2one
ENSPANG00000040782		
ENSPANG00000050203		
ENSPANG00000045164		
ENSPANG00000030994		
ENSPANG00000050017		
ENSPANG00000030812		
ENSPANG00000004657	ENSG00000198815	ortholog_one2one
ENSPANG00000007240	ENSG00000173011	ortholog_one2one
ENSPANG00000008984	ENSG00000162771	ortholog_one2one
ENSPANG00000018267		
ENSPANG00000050157		
ENSPANG00000043419		
ENSPANG00000026964		
ENSPANG00000011026	ENSG00000131584	ortholog_one2one
ENSPANG00000021432	ENSG00000143178	ortholog_one2one
ENSPANG00000043880		
ENSPANG00000037329		
ENSPANG00000045092		
ENSPANG00000017631	ENSG00000114520	ortholog_one2one
ENSPANG00000001697		
ENSPANG00000009687	ENSG00000183833	ortholog_one2one
ENSPANG00000048575		
ENSPANG00000037590		
ENSPANG00000047801		
ENSPANG00000002137		
ENSPANG00000040316		
ENSPANG00000050634		
ENSPANG00000012135	ENSG00000118298	ortholog_one2one
ENSPANG00000043397		
ENSPANG00000044499		
ENSPANG00000040592		
ENSPANG00000049321		
ENSPANG00000050433		
ENSPANG00000044526		
ENSPANG00000024920	ENSG00000160752	ortholog_one2one
ENSPANG00000043626		
ENSPANG00000046243		
ENSPANG00000038620		
ENSPANG00000041524		
ENSPANG00000043053	ENSG00000197403	ortholog_one2many
ENSPANG00000007062	ENSG00000178149	ortholog_one2one
ENSPANG00000010588		
ENSPANG00000046175		
ENSPANG00000047584		
ENSPANG00000001832		
ENSPANG00000042348		
ENSPANG00000048668		
ENSPANG00000046229		
ENSPANG00000025619	ENSG00000117155	ortholog_one2one
ENSPANG00000043837		
ENSPANG00000038015		
ENSPANG00000040584		
ENSPANG00000024430	ENSG00000177694	ortholog_one2one
ENSPANG00000021000	ENSG00000197993	ortholog_one2one
ENSPANG00000037743		
ENSPANG00000001720		
ENSPANG00000045061		
ENSPANG00000040274	ENSG00000188340	ortholog_one2one
ENSPANG00000048758		
ENSPANG00000046475		
ENSPANG00000036930		
ENSPANG00000047541		
ENSPANG00000041800		
ENSPANG00000027198		
ENSPANG00000037206		
ENSPANG00000041803		
ENSPANG00000043949		
ENSPANG00000049944		
ENSPANG00000039522		
ENSPANG00000046884		
ENSPANG00000043758		
ENSPANG00000049721		
ENSPANG00000015012	ENSG00000145020	ortholog_one2one
ENSPANG00000043061		
ENSPANG00000007780		
ENSPANG00000045227		
ENSPANG00000041148		
ENSPANG00000046188		
ENSPANG00000005618		
ENSPANG00000008739	ENSG00000117362	ortholog_one2one
ENSPANG00000043236		
ENSPANG00000047486		
ENSPANG00000021487	ENSG00000117118	ortholog_one2many
ENSPANG00000039193		
ENSPANG00000050571		
ENSPANG00000008920	ENSG00000131374	ortholog_one2one
ENSPANG00000049189		
ENSPANG00000043283		
ENSPANG00000035928		
ENSPANG00000039101		
ENSPANG00000017179	ENSG00000008324	ortholog_one2one
ENSPANG00000049378	ENSG00000288825	ortholog_one2one
ENSPANG00000039402		
ENSPANG00000015884	ENSG00000132780	ortholog_one2one
ENSPANG00000038890		
ENSPANG00000041147		
ENSPANG00000009482	ENSG00000177181	ortholog_one2one
ENSPANG00000047967		
ENSPANG00000001327	ENSG00000243710	ortholog_one2one
ENSPANG00000037929		
ENSPANG00000050420		
ENSPANG00000016377	ENSG00000144857	ortholog_one2one
ENSPANG00000010079		
ENSPANG00000003182		
ENSPANG00000050887		
ENSPANG00000003633		
ENSPANG00000050177		
ENSPANG00000040140		
ENSPANG00000040564	ENSG00000242120	ortholog_one2one
ENSPANG00000039633	ENSG00000181218	ortholog_one2one
ENSPANG00000050938		
ENSPANG00000048977		
ENSPANG00000043971		
ENSPANG00000002135		
ENSPANG00000041342		
ENSPANG00000000827		
ENSPANG00000034047	ENSG00000206113	ortholog_one2one
ENSPANG00000048258		
ENSPANG00000007567	ENSG00000117114	ortholog_one2one
ENSPANG00000003039		
ENSPANG00000045465		
ENSPANG00000050291		
ENSPANG00000025277	ENSG00000116701	ortholog_one2one
ENSPANG00000051130		
ENSPANG00000045257		
ENSPANG00000050179		
ENSPANG00000045246		
ENSPANG00000019939	ENSG00000117115	ortholog_one2one
ENSPANG00000047906		
ENSPANG00000044597	ENSG00000242950	ortholog_one2many
ENSPANG00000006655	ENSG00000160753	ortholog_one2one
ENSPANG00000048156		
ENSPANG00000019345	ENSG00000169174	ortholog_one2one
ENSPANG00000039818		
ENSPANG00000051010		
ENSPANG00000041588		
ENSPANG00000047332		
ENSPANG00000045923		
ENSPANG00000040910		
ENSPANG00000041639		
ENSPANG00000045843		
ENSPANG00000037106		
ENSPANG00000046580		
ENSPANG00000024011	ENSG00000134202	ortholog_one2one
ENSPANG00000043354		
ENSPANG00000037186		
ENSPANG00000045838		
ENSPANG00000037969		
ENSPANG00000042979		
ENSPANG00000049564		
ENSPANG00000022221	ENSG00000142731	ortholog_one2one
ENSPANG00000026414		
ENSPANG00000040923		
ENSPANG00000045967		
ENSPANG00000041779		
ENSPANG00000039638		
ENSPANG00000047515		
ENSPANG00000041353		
ENSPANG00000045322		
ENSPANG00000029460	ENSG00000188958	ortholog_one2one
ENSPANG00000047746		
ENSPANG00000048158		
ENSPANG00000037410	ENSG00000242950	ortholog_one2many
ENSPANG00000038362		
ENSPANG00000042394		
ENSPANG00000000080		
ENSPANG00000037678		
ENSPANG00000046717		
ENSPANG00000041916		
ENSPANG00000014951		
ENSPANG00000032137	ENSG00000208797	ortholog_one2one
ENSPANG00000038750		
ENSPANG00000009765	ENSG00000185668	ortholog_one2one
ENSPANG00000001128	ENSG00000159733	ortholog_one2one
ENSPANG00000041056		
ENSPANG00000041441		
ENSPANG00000044200		
ENSPANG00000043800		
ENSPANG00000050651		
ENSPANG00000048769		
ENSPANG00000048404		
ENSPANG00000049431		
ENSPANG00000026924		
ENSPANG00000011225	ENSG00000201264	ortholog_one2one
ENSPANG00000023666	ENSG00000128512	ortholog_one2one
ENSPANG00000046769	ENSG00000221989	ortholog_one2one
ENSPANG00000044601		
ENSPANG00000047553		
ENSPANG00000041748		
ENSPANG00000050371		
ENSPANG00000016076	ENSG00000197323	ortholog_one2one
ENSPANG00000042255		
ENSPANG00000048809		
ENSPANG00000039313		
ENSPANG00000013241		
ENSPANG00000042280		
ENSPANG00000044447		
ENSPANG00000009173	ENSG00000198758	ortholog_one2one
ENSPANG00000045579	ENSG00000162399	ortholog_one2one
ENSPANG00000047779		
ENSPANG00000015346		
ENSPANG00000043562		
ENSPANG00000013026		
ENSPANG00000031646	ENSG00000142623	ortholog_one2one
ENSPANG00000048505		
ENSPANG00000045619		
ENSPANG00000038805	ENSG00000221858	ortholog_one2one
ENSPANG00000018696	ENSG00000136240	ortholog_one2one
ENSPANG00000045345		
ENSPANG00000007782	ENSG00000065600	ortholog_one2one
ENSPANG00000040800		
ENSPANG00000021341		
ENSPANG00000034071		
ENSPANG00000050949		
ENSPANG00000017927		
ENSPANG00000038369		
ENSPANG00000044318		
ENSPANG00000044566	ENSG00000241794	ortholog_one2one
ENSPANG00000043291		
ENSPANG00000049051		
ENSPANG00000040438		
ENSPANG00000003090		
ENSPANG00000043143		
ENSPANG00000003511		
ENSPANG00000033241		
ENSPANG00000005990		
ENSPANG00000042667		
ENSPANG00000007134	ENSG00000093183	ortholog_one2one
ENSPANG00000050281		
ENSPANG00000015574	ENSG00000145414	ortholog_one2one
ENSPANG00000038396		
ENSPANG00000039157		
ENSPANG00000044988		
ENSPANG00000040294		
ENSPANG00000037056	ENSG00000284546	ortholog_one2many
ENSPANG00000037056	ENSG00000284306	ortholog_one2many
ENSPANG00000037056	ENSG00000284438	ortholog_one2many
ENSPANG00000037056	ENSG00000283873	ortholog_one2many
ENSPANG00000037056	ENSG00000284018	ortholog_one2many
ENSPANG00000037056	ENSG00000230268	ortholog_one2many
ENSPANG00000047599		
ENSPANG00000026523		
ENSPANG00000050264		
ENSPANG00000024242	ENSG00000091972	ortholog_one2one
ENSPANG00000042066	ENSG00000196890	ortholog_one2one
ENSPANG00000046876	ENSG00000143001	ortholog_one2one
ENSPANG00000027277		
ENSPANG00000039605		
ENSPANG00000050801		
ENSPANG00000043227		
ENSPANG00000047120		
ENSPANG00000014462		
ENSPANG00000044699		
ENSPANG00000039726		
ENSPANG00000014461	ENSG00000243725	ortholog_one2one
ENSPANG00000042511		
ENSPANG00000026814		
ENSPANG00000048920		
ENSPANG00000018360		
ENSPANG00000049243		
ENSPANG00000031926	ENSG00000184599	ortholog_one2one
ENSPANG00000051329		
ENSPANG00000045362		
ENSPANG00000010162	ENSG00000074211	ortholog_one2one
ENSPANG00000044162		
ENSPANG00000015879	ENSG00000197106	ortholog_one2one
ENSPANG00000013933		
ENSPANG00000005640	ENSG00000160218	ortholog_one2one
ENSPANG00000020302	ENSG00000179639	ortholog_one2one
ENSPANG00000020677	ENSG00000143761	ortholog_one2many
ENSPANG00000048286		
ENSPANG00000044307		
ENSPANG00000038487		
ENSPANG00000015401		
ENSPANG00000036656		
ENSPANG00000042789		
ENSPANG00000051438		
ENSPANG00000050107		
ENSPANG00000045552		
ENSPANG00000037851		
ENSPANG00000042695		
ENSPANG00000009228	ENSG00000142619	ortholog_one2one
ENSPANG00000050175	ENSG00000172380	ortholog_one2one
ENSPANG00000049034		
ENSPANG00000018879	ENSG00000116544	ortholog_one2one
ENSPANG00000044406		
ENSPANG00000037839		
ENSPANG00000051211		
ENSPANG00000044316		
ENSPANG00000002357		
ENSPANG00000041281		
ENSPANG00000041863		
ENSPANG00000007958	ENSG00000151418	ortholog_one2one
ENSPANG00000047990	ENSG00000221933	ortholog_one2one
ENSPANG00000045842	ENSG00000173627	ortholog_one2one
ENSPANG00000027352		
ENSPANG00000044795		
ENSPANG00000036912		
ENSPANG00000006341	ENSG00000155380	ortholog_one2one
ENSPANG00000004760	ENSG00000144852	ortholog_one2one
ENSPANG00000016106		
ENSPANG00000045669		
ENSPANG00000039835		
ENSPANG00000037455		
ENSPANG00000040949		
ENSPANG00000044116		
ENSPANG00000026586	ENSG00000212490	ortholog_one2one
ENSPANG00000043416		
ENSPANG00000039352		
ENSPANG00000002430	ENSG00000162728	ortholog_one2one
ENSPANG00000031127		
ENSPANG00000009010	ENSG00000105829	ortholog_one2one
ENSPANG00000045884		
ENSPANG00000047280		
ENSPANG00000039546	ENSG00000162396	ortholog_one2one
ENSPANG00000013960		
ENSPANG00000026539		
ENSPANG00000048831		
ENSPANG00000048312		
ENSPANG00000044248		
ENSPANG00000040053		
ENSPANG00000045789		
ENSPANG00000042709		
ENSPANG00000044364		
ENSPANG00000016485		
ENSPANG00000004233		
ENSPANG00000043912		
ENSPANG00000019188	ENSG00000055957	ortholog_one2one
ENSPANG00000039231		
ENSPANG00000041792		
ENSPANG00000048841		
ENSPANG00000040809	ENSG00000141759	ortholog_one2one
ENSPANG00000046720		
ENSPANG00000017888	ENSG00000020129	ortholog_one2one
ENSPANG00000040439		
ENSPANG00000048162		
ENSPANG00000044651		
ENSPANG00000027325		
ENSPANG00000043770		
ENSPANG00000042457		
ENSPANG00000012137	ENSG00000185946	ortholog_one2one
ENSPANG00000014332	ENSG00000006555	ortholog_one2one
ENSPANG00000040889		
ENSPANG00000026712		
ENSPANG00000049080		
ENSPANG00000044241		
ENSPANG00000048323		
ENSPANG00000041555		
ENSPANG00000018117	ENSG00000143067	ortholog_one2one
ENSPANG00000023376	ENSG00000159339	ortholog_one2one
ENSPANG00000045410		
ENSPANG00000003885	ENSG00000163263	ortholog_one2one
ENSPANG00000046198	ENSG00000203730	ortholog_one2one
ENSPANG00000044895		
ENSPANG00000047517	ENSG00000212907	ortholog_one2many
ENSPANG00000047926		
ENSPANG00000026751	ENSG00000238741	ortholog_one2one
ENSPANG00000045090		
ENSPANG00000049498		
ENSPANG00000042771		
ENSPANG00000045815		
ENSPANG00000010894		
ENSPANG00000039603		
ENSPANG00000045615		
ENSPANG00000003676		
ENSPANG00000050282		
ENSPANG00000044334		
ENSPANG00000014304		
ENSPANG00000015417		
ENSPANG00000015196	ENSG00000221813	ortholog_one2one
ENSPANG00000030367		
ENSPANG00000042831		
ENSPANG00000036019		
ENSPANG00000003265		
ENSPANG00000037699		
ENSPANG00000045655		
ENSPANG00000009177	ENSG00000137947	ortholog_one2one
ENSPANG00000036238		
ENSPANG00000049927		
ENSPANG00000043409		
ENSPANG00000026895		
ENSPANG00000040440		
ENSPANG00000037321		
ENSPANG00000019163		
ENSPANG00000024949	ENSG00000162520	ortholog_one2one
ENSPANG00000037132		
ENSPANG00000009015	ENSG00000205903	ortholog_one2one
ENSPANG00000023913	ENSG00000174529	ortholog_one2one
ENSPANG00000009152	ENSG00000143344	ortholog_one2one
ENSPANG00000004959	ENSG00000116539	ortholog_one2one
ENSPANG00000027320		
ENSPANG00000019714	ENSG00000243749	ortholog_one2one
ENSPANG00000039965		
ENSPANG00000043194		
ENSPANG00000037345		
ENSPANG00000047318		
ENSPANG00000041991		
ENSPANG00000039710		
ENSPANG00000046506		
ENSPANG00000049383		
ENSPANG00000042047		
ENSPANG00000014894		
ENSPANG00000031439	ENSG00000276747	ortholog_one2one
ENSPANG00000050340		
ENSPANG00000048076		
ENSPANG00000002082	ENSG00000156140	ortholog_one2one
ENSPANG00000008663	ENSG00000168779	ortholog_one2one
ENSPANG00000016203	ENSG00000232237	ortholog_one2one
ENSPANG00000042463		
ENSPANG00000038429		
ENSPANG00000000834		
ENSPANG00000037044		
ENSPANG00000007141	ENSG00000114423	ortholog_one2one
ENSPANG00000037688		
ENSPANG00000041773		
ENSPANG00000014079	ENSG00000116604	ortholog_one2one
ENSPANG00000049894		
ENSPANG00000027180		
ENSPANG00000006228	ENSG00000118849	ortholog_one2one
ENSPANG00000043811		
ENSPANG00000037871		
ENSPANG00000021680	ENSG00000188529	ortholog_one2one
ENSPANG00000013919		
ENSPANG00000047726		
ENSPANG00000039914		
ENSPANG00000019193	ENSG00000176542	ortholog_one2one
ENSPANG00000044615	ENSG00000143110	ortholog_one2one
ENSPANG00000049573		
ENSPANG00000042020		
ENSPANG00000013505	ENSG00000206760	ortholog_one2one
ENSPANG00000025439	ENSG00000162398	ortholog_one2one
ENSPANG00000009203		
ENSPANG00000043069		
ENSPANG00000011480	ENSG00000143850	ortholog_one2one
ENSPANG00000017026	ENSG00000100519	ortholog_one2many
ENSPANG00000051348		
ENSPANG00000037396		
ENSPANG00000037717		
ENSPANG00000038132		
ENSPANG00000045958		
ENSPANG00000019092	ENSG00000182247	ortholog_one2one
ENSPANG00000037053		
ENSPANG00000048995		
ENSPANG00000047042		
ENSPANG00000042154		
ENSPANG00000005146		
ENSPANG00000037547		
ENSPANG00000041892		
ENSPANG00000045625		
ENSPANG00000017876	ENSG00000162630	ortholog_one2one
ENSPANG00000047835		
ENSPANG00000041278		
ENSPANG00000017528	ENSG00000202363	ortholog_one2one
